B152.realigned	11612.0	10317.0	10634.0	10768.0	9496.0	8706.0	6371.0	3447.0	2171.0	1333.0	917.0	591.0	402.0	260.0	121.0	73.0	25.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72363880.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
B155.realigned	23190.0	20650.0	21200.0	22260.0	19732.0	17793.0	12217.0	7040.0	4189.0	2362.0	1729.0	1110.0	754.0	474.0	280.0	90.0	41.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49520416.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
B158.realigned	19353.0	17245.0	17978.0	18545.0	16365.0	14746.0	10217.0	5924.0	3559.0	2247.0	1455.0	993.0	735.0	404.0	206.0	80.0	48.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77665746.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
B164.realigned	39190.0	34760.0	35694.0	37072.0	32422.0	29378.0	20860.0	11836.0	7087.0	4176.0	2970.0	1922.0	1353.0	815.0	402.0	172.0	52.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83393014.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
B169.realigned	3439.0	2896.0	3072.0	3116.0	2683.0	2484.0	1800.0	1107.0	657.0	470.0	343.0	188.0	150.0	76.0	22.0	20.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40889700.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
B173.realigned	25028.0	22543.0	23395.0	24145.0	21211.0	19417.0	13903.0	7970.0	4743.0	2996.0	1938.0	1272.0	963.0	556.0	256.0	122.0	66.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61973052.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX104.realigned	27346.0	23740.0	24176.0	24803.0	21902.0	19919.0	14374.0	8620.0	5231.0	3055.0	2055.0	1339.0	907.0	540.0	227.0	119.0	45.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78116228.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX11.realigned	22699.0	20060.0	20516.0	21075.0	19006.0	17098.0	12569.0	7630.0	4433.0	2778.0	1839.0	1128.0	873.0	519.0	248.0	94.0	43.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100931082.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX110.realigned	32996.0	28600.0	29407.0	29626.0	26695.0	24010.0	17150.0	9904.0	6201.0	3538.0	2423.0	1549.0	1171.0	665.0	364.0	149.0	67.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97953130.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX112.realigned	40384.0	34782.0	35070.0	35976.0	31551.0	28266.0	20341.0	11725.0	6997.0	4219.0	2849.0	1847.0	1372.0	794.0	412.0	194.0	65.0	23.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108128860.0
	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX117.realigned	1.0	43660.0	38584.0	39627.0	41254.0	35871.0	32756.0	23422.0	13162.0	8236.0	4919.0	3283.0	2117.0	1569.0	927.0	456.0	204.0	89.0	22.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92437132.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX220.realigned	29484.0	26365.0	26878.0	27546.0	25342.0	23443.0	17581.0	10528.0	6389.0	4026.0	2542.0	1616.0	1153.0	691.0	292.0	143.0	57.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109385536.0
	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX280.realigned	1.0	23492.0	21457.0	21888.0	22988.0	20730.0	19320.0	13694.0	8003.0	4704.0	2997.0	1905.0	1264.0	957.0	545.0	225.0	107.0	48.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71826210.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX284.realigned	17701.0	16058.0	16357.0	17121.0	15291.0	13884.0	9811.0	5568.0	3438.0	2326.0	1449.0	833.0	637.0	398.0	148.0	101.0	38.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78222012.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX307.realigned	20085.0	17553.0	18142.0	18434.0	16366.0	14403.0	10399.0	5982.0	3763.0	2243.0	1570.0	999.0	765.0	437.0	210.0	98.0	52.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97894870.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX329.realigned	6578.0	5601.0	5668.0	5676.0	5125.0	4628.0	3439.0	2140.0	1350.0	827.0	537.0	318.0	263.0	142.0	80.0	29.0	31.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73042228.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX364.realigned	51363.0	44994.0	46298.0	48535.0	42763.0	38361.0	27587.0	16004.0	9953.0	6188.0	4125.0	2645.0	1906.0	1105.0	549.0	245.0	88.0	30.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105341590.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX366.realigned	37203.0	32378.0	33650.0	34838.0	30541.0	27562.0	19544.0	11243.0	6768.0	4175.0	2722.0	1746.0	1298.0	761.0	354.0	184.0	75.0	25.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82365672.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX367.realigned	26842.0	23079.0	23498.0	23872.0	20985.0	18866.0	13354.0	7523.0	4605.0	2764.0	1850.0	1109.0	878.0	530.0	243.0	116.0	52.0	17.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92289218.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX368.realigned	26290.0	23276.0	24242.0	25233.0	22337.0	20165.0	14281.0	8461.0	5067.0	3094.0	2000.0	1232.0	954.0	538.0	284.0	107.0	55.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61905294.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX372.realigned	12510.0	11013.0	11181.0	11612.0	10320.0	9327.0	6636.0	4011.0	2503.0	1662.0	1005.0	632.0	535.0	301.0	131.0	85.0	36.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45202522.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX379.realigned	19341.0	16964.0	17589.0	18585.0	16474.0	15120.0	10782.0	6104.0	3766.0	2371.0	1556.0	971.0	702.0	434.0	194.0	101.0	29.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45107384.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX392.realigned	38683.0	34228.0	36313.0	37266.0	33166.0	30109.0	21536.0	12570.0	7740.0	4720.0	3287.0	2020.0	1502.0	915.0	439.0	191.0	71.0	22.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86667944.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX4.realigned	39330.0	34673.0	35611.0	36828.0	32419.0	29485.0	20922.0	12240.0	7387.0	4570.0	3073.0	2050.0	1482.0	877.0	432.0	218.0	84.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91726870.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX46.realigned	14449.0	12733.0	13327.0	13767.0	12304.0	11230.0	7944.0	4567.0	2758.0	1720.0	1134.0	775.0	558.0	346.0	152.0	75.0	34.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38358820.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX49.realigned	7988.0	6756.0	7022.0	7217.0	6345.0	5527.0	4096.0	2308.0	1506.0	877.0	574.0	371.0	302.0	191.0	69.0	45.0	15.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41124004.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX55.realigned	21673.0	18906.0	20002.0	21121.0	17893.0	16479.0	11747.0	6735.0	3924.0	2388.0	1679.0	1100.0	813.0	482.0	224.0	105.0	33.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48062474.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX578.realigned	19322.0	16560.0	17857.0	18153.0	16222.0	14654.0	10828.0	6194.0	3825.0	2230.0	1665.0	1070.0	753.0	543.0	258.0	120.0	42.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112624552.0
	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
CX90.realigned	2.0	31378.0	27769.0	29176.0	30204.0	27047.0	24322.0	17135.0	10157.0	6324.0	3922.0	2573.0	1581.0	1224.0	759.0	307.0	176.0	61.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80759768.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10067.realigned	10518.0	9362.0	9506.0	9872.0	8883.0	7990.0	5619.0	3246.0	2040.0	1268.0	949.0	602.0	469.0	264.0	134.0	66.0	33.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47625884.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10096.realigned	8694.0	7703.0	7794.0	8110.0	7243.0	6397.0	4703.0	2754.0	1718.0	1007.0	724.0	469.0	386.0	185.0	112.0	61.0	14.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48326492.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10113.realigned	26327.0	23703.0	24199.0	25043.0	22096.0	19645.0	13881.0	7997.0	4930.0	2871.0	2090.0	1385.0	1047.0	611.0	302.0	133.0	49.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53314630.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10191.realigned	20959.0	18725.0	19657.0	20448.0	17763.0	16159.0	11334.0	6746.0	4105.0	2413.0	1740.0	1081.0	788.0	515.0	240.0	103.0	34.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42527484.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10430.realigned	11920.0	11521.0	11910.0	12216.0	11356.0	10960.0	9553.0	5926.0	3367.0	1992.0	1133.0	733.0	443.0	244.0	123.0	31.0	19.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55727620.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10444.realigned	21311.0	19463.0	20670.0	20962.0	18647.0	17096.0	12925.0	7784.0	4749.0	2777.0	1828.0	1138.0	826.0	419.0	207.0	95.0	30.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53049056.0
	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10484.realigned	1.0	37577.0	34420.0	37669.0	38023.0	33438.0	31591.0	23176.0	14397.0	8696.0	5297.0	3494.0	2267.0	1544.0	837.0	415.0	169.0	44.0	24.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66478232.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10509.realigned	37656.0	34266.0	36793.0	36944.0	31854.0	29259.0	19991.0	12272.0	7414.0	4346.0	3102.0	1951.0	1401.0	895.0	413.0	186.0	65.0	15.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75255542.0
	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10522.realigned	2.0	21494.0	20450.0	20996.0	21989.0	19459.0	18075.0	13646.0	8567.0	5277.0	3248.0	2102.0	1444.0	1005.0	534.0	275.0	109.0	34.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45111260.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10527.realigned	23669.0	21281.0	22423.0	23170.0	19790.0	18363.0	12890.0	7713.0	4838.0	2861.0	1954.0	1261.0	858.0	566.0	270.0	116.0	40.0	21.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47478832.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10549.realigned	26331.0	23710.0	26042.0	26048.0	22845.0	21472.0	14726.0	9148.0	5875.0	3593.0	2456.0	1619.0	1194.0	650.0	357.0	153.0	49.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58239232.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10558.realigned	9577.0	8628.0	9288.0	9133.0	8203.0	7527.0	5937.0	3796.0	2030.0	1415.0	839.0	509.0	370.0	194.0	120.0	66.0	17.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43839070.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10585.realigned	19122.0	16775.0	17868.0	17704.0	15298.0	14231.0	9778.0	5796.0	3415.0	2047.0	1359.0	873.0	659.0	392.0	172.0	91.0	41.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59593060.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10587.realigned	25741.0	22770.0	24324.0	24819.0	21633.0	20590.0	14094.0	8445.0	5079.0	3205.0	2356.0	1542.0	1109.0	629.0	334.0	143.0	56.0	30.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55731678.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10595.realigned	22451.0	20240.0	21668.0	21603.0	19004.0	17640.0	11724.0	6924.0	4372.0	2686.0	1766.0	1094.0	749.0	468.0	219.0	104.0	30.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49792272.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10598.realigned	29281.0	26491.0	30049.0	28550.0	24515.0	23420.0	16119.0	9757.0	6569.0	3863.0	2761.0	1835.0	1343.0	751.0	372.0	166.0	54.0	21.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63706164.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10603.realigned	67064.0	60508.0	64308.0	64651.0	56788.0	52294.0	35894.0	21704.0	13605.0	8000.0	5421.0	3354.0	2548.0	1340.0	661.0	317.0	95.0	38.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125827832.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10604.realigned	25036.0	22951.0	25381.0	24212.0	21340.0	19419.0	13362.0	7791.0	4913.0	3141.0	1935.0	1255.0	972.0	497.0	284.0	140.0	53.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56740092.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10620.realigned	15272.0	13615.0	14844.0	14275.0	12250.0	11129.0	7687.0	4665.0	2817.0	1860.0	1270.0	762.0	615.0	350.0	182.0	90.0	27.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62944734.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10662.realigned	23551.0	21004.0	22763.0	22981.0	19727.0	18491.0	12402.0	7307.0	4516.0	2757.0	1988.0	1170.0	921.0	459.0	233.0	98.0	43.0	14.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44261660.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10673.realigned	22121.0	19724.0	21148.0	21207.0	18509.0	16899.0	11868.0	6868.0	4319.0	2543.0	1811.0	1212.0	847.0	533.0	281.0	112.0	46.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43286264.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10695.realigned	25439.0	22139.0	24235.0	24257.0	21384.0	19450.0	13486.0	8074.0	4983.0	3051.0	2125.0	1434.0	998.0	612.0	322.0	134.0	50.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49122910.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10703.realigned	17709.0	16344.0	17249.0	17179.0	15271.0	13553.0	9391.0	5471.0	3315.0	2142.0	1425.0	940.0	693.0	377.0	189.0	90.0	29.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69461714.0
	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10733.realigned	2.0	34368.0	31236.0	32581.0	33700.0	29584.0	26954.0	18986.0	11412.0	6932.0	4269.0	2933.0	2044.0	1399.0	792.0	387.0	179.0	62.0	21.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68868734.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10738.realigned	22233.0	19831.0	21222.0	21342.0	18841.0	17295.0	12009.0	7170.0	4490.0	2719.0	1794.0	1223.0	808.0	464.0	243.0	119.0	44.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57053658.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10746.realigned	12056.0	9846.0	11247.0	10537.0	9148.0	8396.0	5919.0	3706.0	2246.0	1397.0	986.0	617.0	423.0	290.0	152.0	64.0	30.0	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44073290.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10771.realigned	20837.0	18369.0	19646.0	19803.0	16954.0	15621.0	10896.0	6293.0	3932.0	2383.0	1666.0	1009.0	770.0	412.0	216.0	109.0	30.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70172340.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10795.realigned	18367.0	14136.0	17607.0	15531.0	13509.0	12034.0	8416.0	5026.0	3276.0	2003.0	1487.0	861.0	621.0	382.0	192.0	81.0	27.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64391642.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10812.realigned	33688.0	29598.0	31257.0	31789.0	28023.0	25735.0	17879.0	10800.0	6649.0	4038.0	2920.0	1737.0	1241.0	717.0	346.0	186.0	47.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64783104.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10817.realigned	21613.0	18763.0	20246.0	20069.0	17531.0	16045.0	11383.0	6823.0	4113.0	2702.0	1717.0	1146.0	797.0	476.0	194.0	104.0	29.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67919156.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10830.realigned	18202.0	16015.0	17333.0	17773.0	16376.0	15436.0	12034.0	7693.0	4804.0	2837.0	1831.0	1160.0	822.0	458.0	199.0	78.0	24.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47041056.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10831.realigned	20929.0	16840.0	18872.0	17958.0	16421.0	14435.0	10160.0	6529.0	4123.0	2534.0	1611.0	1066.0	727.0	445.0	221.0	112.0	35.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66817846.0
	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10850.realigned	1.0	65554.0	53628.0	58793.0	57096.0	49644.0	45612.0	33010.0	20084.0	12207.0	7409.0	4862.0	3301.0	2253.0	1337.0	643.0	258.0	114.0	29.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140578946.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10868.realigned	18301.0	14726.0	15309.0	15000.0	12705.0	11229.0	7923.0	4722.0	2893.0	1771.0	1239.0	823.0	599.0	344.0	176.0	90.0	30.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45057454.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10877.realigned	20258.0	16065.0	16477.0	16920.0	14371.0	13377.0	9456.0	5553.0	3352.0	1976.0	1439.0	922.0	613.0	336.0	176.0	85.0	25.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36691630.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10896.realigned	23502.0	20645.0	22008.0	22195.0	19725.0	17863.0	13209.0	7890.0	4883.0	2983.0	1995.0	1266.0	911.0	501.0	247.0	103.0	32.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41897240.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
IRIS_313-10925.realigned	24549.0	21853.0	24063.0	23562.0	20534.0	19072.0	13114.0	7777.0	4857.0	2840.0	2046.0	1257.0	946.0	498.0	299.0	123.0	45.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50658526.0
	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82
