Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
B020.realigned	154.0	141.5	165.5	209.0	224.0	261.0	293.5	340.5	490.0	802.5	1560.0	3383.0	4715.0	7740.5	16460.5	31489.0	52350.5	79688.5	95668.5	116793.5	165651.0	230214.5	312897.0	418505.0	478397.5	554047.0	722705.5	925462.0	1159538.5	1284435.5	1418871.5	1686788.5	1952253.0	2206743.0	2438037.5	2546863.0	2638061.0	2795109.0	2897064.5	2942770.0	2940233.0	2927972.5	2904626.0	2846031.0	2743778.5	2609407.0	2463836.5	2385180.0	2294748.0	2100973.0	1894004.5	1690687.0	1505977.0	1420915.0	1346201.5	1208540.5	1093489.5	1000194.5	923436.5	888096.5	857891.0	799417.5	746262.0	703813.5	667399.0	648555.0	628852.5	588809.5	545037.0	491790.0	432910.0	403853.0	374650.5	317349.5	260477.0	204864.5	177798.0	154258.5	110636.5	75160.0	48729.0	30187.5	22704.0	17874.0	10003.0	5206.5	2608.0	1276.0	850.0	656.5	370.5	238.0	205.0	204.5	204.0	248.5	322.0	345.0	361.5	401.5	419.0
B024.realigned	172.0	160.5	172.5	200.0	226.0	287.0	338.5	412.0	625.0	989.5	1872.5	4063.0	5683.5	9271.5	19303.5	36328.0	59714.5	90165.5	107985.0	131586.5	186308.5	258747.0	349644.5	464464.0	529952.5	613885.0	798544.0	1019280.5	1273618.0	1408835.5	1553467.0	1841231.0	2128199.0	2399908.0	2645713.5	2763627.5	2859162.5	3024289.5	3136177.5	3189607.0	3186241.0	3171588.0	3152339.5	3098810.0	2992906.0	2849366.5	2697730.0	2617322.5	2515006.0	2296331.0	2061054.0	1830117.5	1619187.0	1520319.5	1436338.5	1280924.0	1152060.5	1049179.5	963424.0	923231.0	888565.0	821293.0	759135.0	709569.0	668127.5	646855.0	625441.0	583424.5	538652.5	483213.0	422854.5	393800.5	365265.5	307866.0	251495.0	197853.5	171435.0	147924.0	105148.0	71331.0	46433.0	28998.0	21994.0	17258.5	9603.5	5061.5	2632.0	1337.5	886.5	681.0	383.0	249.0	228.5	249.0	270.0	295.5	344.5	372.0	378.5	379.0	371.0
B039.realigned	382.0	333.0	306.0	336.0	367.5	425.0	470.5	545.5	788.0	1272.5	2350.5	5227.5	7443.5	12050.5	25188.0	48097.5	79860.5	121629.5	146312.5	178505.0	253572.5	353505.0	480918.5	645096.0	739218.0	857503.0	1120273.0	1438890.0	1809679.5	2007589.0	2220137.5	2646356.5	3074801.0	3489148.0	3866546.5	4044322.5	4198902.0	4468531.0	4658256.5	4758437.5	4776995.0	4769900.0	4737716.5	4655709.0	4506478.0	4305757.0	4082905.0	3960479.5	3819450.0	3506115.5	3163158.5	2827735.5	2518844.0	2374598.0	2249137.0	2018249.0	1826066.5	1669527.0	1538708.0	1477854.0	1425515.5	1325020.5	1235100.5	1164764.0	1107571.5	1079270.0	1055435.0	1003240.0	936025.0	846559.5	751603.0	707244.5	658445.5	563266.0	466350.0	370673.0	325182.0	282596.0	204211.0	140420.5	92553.0	58566.0	44526.5	34966.5	19690.5	10470.5	5271.0	2631.0	1764.5	1348.0	760.0	485.0	409.0	415.0	420.5	489.5	571.0	594.5	637.0	715.0	753.0
B047.realigned	248.0	211.0	180.5	189.5	195.0	198.0	196.5	226.5	330.0	579.0	1174.5	2662.0	3742.0	6184.5	13106.0	25162.5	41874.5	64354.0	77752.5	94777.0	134427.0	186688.5	254002.0	340948.0	390320.0	452383.0	591354.5	761016.5	958701.5	1063894.0	1176813.0	1405335.5	1636407.5	1859843.5	2061583.5	2155325.0	2237774.0	2386425.0	2494968.5	2550422.0	2558170.0	2552754.0	2531115.5	2473432.0	2379687.5	2264020.5	2133012.0	2059865.5	1979925.5	1817686.0	1654580.0	1490982.5	1337076.0	1265869.5	1205078.0	1089625.5	991530.0	914896.5	854413.5	827245.5	801706.5	754056.0	714113.5	682046.5	652364.5	636958.5	623337.5	590381.5	548659.5	497983.0	442525.5	415352.0	386102.5	327651.5	269754.0	213046.5	184978.0	159951.0	114397.0	77971.5	50670.0	31565.5	23862.0	18812.0	10516.5	5499.0	2777.5	1329.0	855.0	640.0	337.5	206.5	160.5	163.5	174.5	217.0	285.5	318.5	343.5	402.5	436.0
B049.realigned	211.0	202.0	207.5	228.5	262.5	327.5	372.5	421.0	617.5	975.0	1798.5	3831.5	5351.0	8531.0	17824.0	33908.5	55971.0	84784.5	101649.5	124903.0	178800.0	249589.5	340095.0	456657.5	523054.5	608290.5	797576.0	1025980.5	1291237.5	1432882.5	1587643.5	1898176.0	2210960.0	2515277.0	2793751.0	2925084.5	3036539.5	3234686.5	3371308.5	3442674.0	3458973.5	3453582.5	3433247.5	3374666.5	3260332.0	3109100.0	2942448.0	2850185.5	2744054.0	2521346.5	2285263.0	2052060.0	1836254.0	1734132.5	1641371.5	1471097.0	1329675.0	1215311.5	1119453.0	1074298.0	1034232.0	959090.5	891910.0	835611.5	785929.0	760557.5	734723.0	685038.0	631910.0	566621.5	495594.0	460569.5	425699.0	356013.0	287656.0	222810.0	191192.0	163685.5	113886.5	75019.0	46833.5	27615.5	20046.5	15465.5	8111.5	3924.5	1952.0	981.0	632.5	517.0	337.5	237.5	221.0	235.0	247.0	261.0	304.5	333.5	363.5	407.5	415.0
B072.realigned	84.0	87.0	110.0	131.0	146.0	183.5	210.5	238.0	335.5	558.0	1043.5	2174.0	3009.5	4866.0	10010.0	18838.0	31361.5	47849.0	57460.5	70381.5	99735.5	138889.5	190304.5	256220.5	293616.5	340762.5	446083.0	573461.0	722833.0	803496.5	888600.0	1059140.5	1231413.5	1399116.0	1552458.5	1624888.0	1686695.0	1794441.0	1869823.0	1908778.0	1912347.0	1906298.5	1895891.0	1864282.0	1795713.5	1702538.0	1604791.0	1552520.0	1491133.0	1361258.0	1224761.5	1091593.5	968959.0	911461.0	861271.5	767642.5	689079.0	624726.0	570624.5	545952.5	523070.5	479746.5	441627.0	409536.5	381111.0	367167.0	353991.0	327246.5	298252.0	265315.5	230131.5	212425.5	194823.0	161019.0	128758.5	98378.5	83896.0	71584.5	49613.5	32392.0	19779.0	11483.0	8287.0	6358.0	3297.0	1583.5	782.0	407.5	256.0	200.5	128.0	96.5	97.5	106.0	113.0	119.5	123.5	124.5	141.0	164.0	171.0
B124.realigned	98.0	84.5	81.5	101.0	121.0	149.5	165.5	183.5	268.0	477.5	985.5	2409.5	3488.5	5731.5	12635.5	25008.0	42843.0	66679.5	80439.5	99830.0	144956.0	204775.5	283488.0	385871.5	443686.0	518405.0	686158.5	892174.0	1132992.5	1261112.5	1402586.0	1689785.0	1979021.5	2261164.0	2525896.5	2651922.5	2762661.5	2965157.0	3119603.5	3212257.5	3243337.5	3244449.0	3227288.5	3177319.0	3073942.5	2933934.5	2777443.5	2690264.5	2594146.0	2394348.5	2188399.5	1982216.0	1785699.0	1693020.5	1613318.5	1463191.5	1337207.5	1238308.0	1157105.5	1119294.5	1085949.0	1023524.0	971365.0	929946.5	890319.5	869068.5	848732.5	805607.5	754402.5	688902.5	614732.5	577661.0	539239.5	461085.5	381187.0	302779.0	264457.5	231922.0	169346.5	115791.0	75238.0	46774.0	35394.0	27526.0	14689.0	7208.5	3275.0	1314.0	782.5	555.0	255.5	142.0	116.0	133.5	139.0	142.5	154.0	166.0	191.0	228.5	244.0
B141.realigned	147.0	128.0	115.0	124.0	131.5	153.5	177.0	204.0	280.5	445.0	823.5	1780.5	2499.5	4038.5	8426.0	16754.0	29501.5	47091.0	57509.0	71411.5	104180.0	148595.0	206063.0	281105.0	324360.0	378803.0	500578.5	649808.5	822763.5	914294.5	1017442.5	1223546.0	1431076.5	1633164.0	1818752.0	1906762.5	1981016.0	2111911.0	2207185.0	2259605.0	2269232.5	2264935.5	2249848.5	2207314.5	2126274.5	2018819.0	1900032.0	1834887.5	1760505.5	1605506.5	1443445.5	1283320.0	1134206.5	1063686.5	1005137.5	893260.0	795371.0	715632.5	651735.0	623234.0	598318.0	550803.0	510927.0	480051.5	453337.0	440224.5	428700.0	405695.5	377700.0	340929.0	303071.0	285489.5	265582.5	226549.0	186347.5	146973.0	128575.0	110845.5	78390.0	52493.0	33628.0	20697.5	15473.5	11985.5	6444.5	3227.0	1569.0	766.5	488.5	387.0	221.5	139.0	112.5	103.5	110.0	145.0	188.0	199.0	202.0	222.0	236.0
B152.realigned	210.0	184.0	169.5	189.5	213.0	263.0	294.0	311.0	387.5	613.0	1137.0	2531.5	3587.5	6063.5	13238.0	26000.5	44965.0	71323.0	86880.0	107829.5	156549.5	221381.0	306789.0	418199.0	481284.0	562012.5	744387.0	966894.0	1226423.0	1365371.0	1516887.0	1823929.0	2133440.0	2438176.5	2718299.5	2847636.5	2964649.5	3173683.5	3322647.0	3403807.5	3422880.0	3417727.5	3389512.5	3316889.5	3195226.5	3034222.5	2849730.5	2748752.5	2637064.5	2406126.5	2169391.5	1934397.0	1711678.0	1606403.0	1514604.0	1342747.0	1195881.5	1075652.5	976377.5	930631.0	888964.0	812861.0	750038.5	698811.5	653723.0	631501.0	610557.5	571185.5	529311.5	476689.0	420088.0	392668.0	364858.5	308789.5	253368.5	200618.5	174917.5	152389.0	109904.5	74434.5	47750.5	29463.5	22372.0	17475.5	9538.5	4876.0	2422.0	1180.5	796.5	587.5	289.5	173.5	158.0	170.0	174.0	214.0	268.0	285.0	313.0	382.0	422.0
B155.realigned	112.0	113.5	138.5	175.0	187.5	215.5	249.5	289.5	385.5	573.0	1051.0	2179.5	3022.5	4854.0	10402.5	20558.5	34949.5	54282.5	65795.0	81609.0	118545.0	167460.0	230711.0	312736.5	359433.0	419369.0	551778.5	711438.0	896783.5	995454.5	1102797.5	1316669.0	1531072.0	1735604.0	1922818.5	2013404.5	2087640.5	2216482.5	2304626.0	2347853.0	2350906.0	2344270.5	2334581.0	2302698.0	2222678.0	2108504.5	1986720.0	1920705.5	1845655.0	1681980.0	1501455.0	1323384.5	1161960.0	1086733.0	1019419.0	893489.5	786812.5	699512.0	628200.0	596257.0	568762.5	513482.5	463583.5	427075.0	398007.5	383452.0	372080.0	348767.0	319190.0	281753.5	245888.5	229788.0	212954.5	180516.5	146663.5	114151.0	99685.5	85042.5	58940.5	39012.0	25154.0	15761.0	11792.0	9246.5	5139.5	2695.0	1393.5	689.5	439.5	347.5	214.5	147.0	126.5	143.0	168.0	185.5	192.5	186.0	212.0	255.0	268.0
B158.realigned	243.0	193.5	171.0	201.0	194.5	195.0	206.0	229.0	308.0	475.0	847.0	1786.5	2500.0	4116.5	9204.5	18795.5	33346.0	54023.5	66383.5	83635.0	124814.5	181835.5	258114.5	358567.0	415943.5	492437.5	664737.0	876250.5	1127235.5	1262967.0	1410565.5	1708950.5	2012898.5	2315574.0	2602998.5	2740892.5	2861498.5	3079554.5	3248109.0	3359004.5	3409548.5	3420258.5	3417442.5	3391342.5	3300790.5	3168713.5	3017613.5	2930986.0	2833316.0	2624625.5	2402649.0	2178921.0	1967262.5	1868265.5	1781696.5	1619611.0	1480544.5	1368961.5	1278521.0	1236163.5	1197488.5	1126456.0	1064345.0	1013631.0	968522.5	944525.0	920779.0	871749.5	812213.0	736463.5	653004.0	611072.0	568180.0	482353.5	395319.0	311273.5	271184.5	235989.5	170123.5	115868.5	75275.5	46980.0	35712.0	28092.0	15591.0	8052.5	3985.5	1866.5	1183.0	862.5	439.5	258.5	198.5	200.0	213.0	285.5	367.5	390.5	442.5	524.0	556.0
B164.realigned	291.0	238.5	214.0	242.5	260.0	302.5	337.0	372.5	460.5	643.0	1007.5	1924.0	2660.5	4322.0	9264.5	19162.0	33914.5	54364.0	66830.0	84903.0	127150.0	185617.0	264656.0	368929.0	428791.5	507796.5	685146.0	903257.5	1161743.0	1301522.0	1456057.0	1769060.0	2091427.0	2413007.0	2717447.0	2864207.5	2993710.0	3229258.0	3411533.5	3531769.5	3591342.0	3606688.0	3604560.5	3585644.0	3517729.0	3408502.0	3275993.5	3200657.5	3099048.5	2882902.5	2646656.0	2403163.5	2175436.0	2069599.0	1974436.5	1799610.0	1653482.5	1533525.0	1431874.0	1383998.0	1340323.0	1258997.5	1186077.0	1125759.0	1073913.5	1047112.0	1020336.5	970064.5	915133.5	834142.0	740475.5	696418.0	651480.0	559299.5	464371.0	370891.5	324685.0	283047.0	204842.5	140380.5	92371.0	58440.5	44741.0	35248.5	19726.5	10304.0	5134.5	2460.0	1633.5	1237.0	694.0	441.0	360.5	368.5	389.0	440.5	492.0	506.5	566.5	685.5	743.0
B169.realigned	148.0	125.5	111.0	111.5	95.0	95.0	102.0	104.0	123.5	205.5	394.5	826.0	1129.5	1908.0	4378.0	9131.5	16878.0	28276.5	35022.5	44355.5	67207.0	98433.5	141553.0	199332.0	231725.0	274989.0	372627.0	491726.5	633896.0	711412.5	795293.5	963799.0	1137248.0	1310349.0	1469543.5	1544498.0	1608923.0	1727515.0	1817157.5	1868030.0	1883539.5	1883587.5	1868624.0	1829879.0	1762126.0	1674445.5	1578384.0	1526035.0	1469660.5	1351165.0	1227341.5	1106610.5	992562.0	937470.5	893785.5	808352.0	731884.5	669835.0	617867.5	593279.0	572892.0	532085.0	496393.5	467994.5	441528.0	428170.0	415260.5	388902.5	359109.5	325081.0	288123.0	268875.5	249991.0	212163.5	174988.5	139155.0	121515.5	106556.5	78035.5	53683.0	35356.5	22389.5	16970.0	13424.5	7543.5	3911.5	1936.5	922.0	587.5	423.5	206.0	117.0	88.5	86.0	83.5	128.5	178.0	181.5	192.0	235.0	265.0
B173.realigned	471.0	380.0	297.5	297.0	282.5	284.0	289.0	306.0	376.5	508.0	797.5	1534.0	2110.5	3480.0	7565.0	15491.5	27720.0	45276.0	55956.0	71022.0	106837.0	156520.0	223265.5	311783.0	362620.0	428399.5	576985.5	759295.5	975000.5	1091824.0	1217125.0	1470787.0	1729824.0	1983542.0	2218360.5	2330174.0	2429523.5	2603307.0	2729598.0	2803465.0	2829867.0	2834180.5	2818502.5	2777696.5	2699631.0	2589210.5	2458859.0	2385383.0	2297885.0	2110870.5	1913650.5	1720776.5	1539615.5	1453574.5	1380917.5	1241418.0	1120314.0	1023061.0	942715.0	905621.5	873132.0	805959.0	744476.0	698032.0	657593.0	636835.5	619836.0	583077.0	536320.0	478993.5	421337.5	393959.0	365099.5	309805.5	253513.5	198427.0	172939.5	150082.0	107428.0	72832.5	47681.5	29940.5	22592.5	17858.0	10086.5	5331.0	2732.0	1338.5	886.5	661.5	366.0	259.0	216.5	208.0	214.0	250.0	292.0	303.0	333.5	394.0	424.0
CX104.realigned	292.0	268.5	253.0	273.0	314.0	390.5	446.5	568.0	1001.5	1975.0	4207.0	8935.0	12158.5	17793.0	32637.0	55256.0	85968.0	125378.0	147653.0	176931.0	241677.0	326312.5	433652.0	565939.0	640179.5	740262.5	952557.0	1196143.5	1482854.0	1638827.0	1808666.5	2137043.5	2467667.5	2788727.5	3067901.0	3198096.5	3306951.0	3506231.5	3646758.0	3702484.5	3673503.0	3638633.5	3592553.0	3481566.0	3308955.0	3099500.5	2895913.0	2793786.0	2665576.0	2411383.5	2162978.0	1925632.0	1716907.5	1622977.5	1550382.0	1409482.5	1273643.5	1149489.0	1042072.0	991469.5	946948.0	863044.5	786953.0	724597.5	669844.5	640873.0	621734.0	579632.5	531989.5	478553.0	422512.0	395274.5	368507.0	313971.5	260085.5	208731.5	183243.5	159821.0	117149.0	82037.0	55056.0	35613.5	27467.5	21951.5	12863.0	7013.0	3538.0	1695.5	1075.5	771.5	380.0	227.5	172.0	167.5	166.5	163.5	173.0	182.5	212.5	254.0	262.0
CX11.realigned	407.0	403.0	408.5	423.0	438.5	505.5	567.5	689.0	1190.5	2410.5	5268.5	11409.5	15592.5	22869.0	42051.5	71863.5	112353.5	164045.0	193301.0	230796.0	316403.0	427317.0	568267.0	744866.0	843426.0	969306.5	1245755.0	1567606.0	1947265.5	2156272.5	2376955.0	2803754.0	3237914.5	3663357.0	4030632.5	4200328.0	4341315.5	4604034.5	4787874.5	4854640.5	4804339.5	4749292.0	4681235.0	4520172.5	4280632.5	4001606.5	3728224.0	3587096.5	3420158.5	3088561.0	2764545.5	2456283.5	2184251.5	2061039.0	1965820.5	1779911.0	1600895.0	1439541.0	1301209.5	1236034.0	1175892.5	1063213.5	965559.0	886027.0	816407.5	781274.5	752821.5	696008.0	638235.5	577443.5	512921.5	479812.0	446299.5	380721.5	316404.5	254072.5	223872.0	196762.5	145852.5	102782.5	68962.0	44643.5	34892.0	27719.0	15998.5	8683.5	4373.5	2018.0	1234.0	906.0	451.5	245.5	178.5	165.0	164.0	194.5	236.5	251.0	262.5	297.5	319.0
CX110.realigned	314.0	311.5	352.0	405.0	442.0	510.0	565.5	729.5	1201.0	2318.0	4965.0	10546.0	14362.5	21203.0	38948.0	65966.0	102119.0	147912.0	173741.0	208792.5	286694.0	386995.5	514972.5	674634.5	764262.0	877571.0	1128517.0	1422034.5	1762226.0	1947590.5	2150738.0	2543026.5	2941116.0	3334993.0	3680373.0	3840773.5	3974998.5	4220673.5	4393542.5	4469454.5	4453747.5	4423333.5	4377805.5	4268504.5	4073178.5	3834940.5	3606488.0	3484318.5	3341722.5	3050387.0	2754196.5	2469425.5	2217314.5	2102450.0	2016169.5	1843325.5	1672475.0	1518325.5	1390408.5	1332442.0	1276835.0	1171268.5	1079591.0	1008325.5	949349.0	920020.5	901017.0	856286.5	800391.5	732238.5	657139.0	620169.5	583635.5	509288.5	429783.5	348115.5	307762.0	270965.0	202700.0	145127.5	99737.0	65854.5	51522.0	41127.5	24249.5	13466.0	6875.0	3208.5	1931.5	1421.0	694.0	368.5	256.0	238.0	230.0	249.0	287.0	306.5	330.0	367.0	382.0
CX112.realigned	394.0	390.0	401.0	449.5	495.5	593.0	686.5	797.0	1278.0	2426.0	5067.0	10754.0	14662.0	21750.5	40071.5	68817.5	106587.0	154687.5	182807.5	219358.5	301511.0	409000.0	547174.0	720487.5	817647.0	943553.5	1215101.5	1533053.5	1912838.5	2121350.5	2341727.0	2775470.0	3222203.5	3663622.0	4054228.5	4236642.5	4385953.0	4665587.0	4874944.5	4979119.5	4962427.0	4920021.0	4874029.5	4753083.5	4533930.0	4275492.0	4022232.5	3882973.5	3720739.0	3389268.0	3060638.5	2749951.0	2476417.5	2354032.5	2255907.5	2070834.0	1884781.5	1704221.5	1556672.0	1490832.0	1423856.0	1303118.0	1197134.5	1110883.0	1038212.0	999761.5	973113.5	916493.0	853919.0	783461.0	705692.0	665873.5	624341.5	541168.0	456188.5	370738.0	328285.0	290291.5	218487.5	156796.5	107259.0	70052.5	54763.5	43985.5	25948.0	14141.0	7217.5	3442.5	2072.0	1534.5	768.5	394.0	285.5	288.5	288.5	293.5	314.5	333.0	359.0	408.5	428.0
CX117.realigned	274.0	282.0	321.5	371.0	428.0	541.0	624.0	731.0	1219.0	2337.0	4714.0	9802.5	13380.5	19832.0	35978.0	61300.0	94562.5	136869.0	161708.0	192913.5	262825.0	353554.5	470083.0	616727.5	699229.5	806038.0	1038094.0	1304984.5	1616968.5	1788364.5	1974979.0	2340017.0	2714780.5	3084785.0	3409810.0	3561168.0	3690540.0	3930486.5	4101669.5	4184821.5	4184889.5	4162173.5	4132902.5	4053305.5	3899409.5	3705230.5	3510308.5	3405277.0	3272339.5	2991187.5	2702895.5	2422664.5	2169300.5	2056047.5	1968398.5	1795403.0	1629890.5	1480296.0	1353255.5	1295983.0	1240905.0	1133564.5	1036529.0	963584.5	900945.5	866558.0	844457.5	796787.5	742561.0	675183.5	601312.5	566194.5	530101.5	456616.5	381024.5	307320.0	271501.5	236952.0	173683.0	122407.0	83264.0	54363.0	42111.0	33725.5	19825.5	10763.0	5442.0	2620.0	1629.0	1182.5	608.0	355.5	256.0	264.5	277.0	296.0	305.5	296.0	311.0	340.0	353.0
CX220.realigned	403.0	355.0	324.5	362.5	429.0	544.5	628.0	759.0	1235.5	2365.5	5021.0	10710.5	14572.5	21491.0	39441.5	66930.5	103312.0	150074.0	177087.5	211390.0	289613.5	391692.0	522813.0	689088.5	782629.0	904149.5	1172466.0	1490904.5	1864528.0	2067278.0	2291518.0	2730225.0	3176296.0	3619234.5	4015198.5	4199762.0	4359925.5	4654695.5	4869662.0	4977273.5	4982918.5	4961105.0	4914213.5	4789509.0	4592904.5	4356897.5	4106323.0	3972637.5	3813322.5	3494146.0	3174778.0	2855878.5	2564195.5	2431706.0	2319557.5	2106333.5	1912888.0	1742818.5	1599635.0	1534342.0	1474182.5	1363212.0	1265351.5	1185023.0	1114333.5	1077048.0	1044820.0	981878.5	914861.0	833837.0	741995.5	694965.0	649979.0	559184.0	465741.0	373657.0	328955.0	288976.5	214357.5	151765.5	102357.0	66140.0	51466.0	41047.0	23826.0	12935.5	6582.0	3103.5	1944.5	1386.0	665.5	382.5	274.0	259.5	263.0	298.0	336.0	349.5	392.5	481.5	534.0
CX280.realigned	456.0	370.5	288.5	290.0	317.5	374.0	402.0	441.5	587.0	903.5	1818.5	3956.0	5449.0	8789.5	17675.5	32577.0	54198.0	82746.0	99133.0	122094.0	173541.0	242139.5	331646.0	444428.0	507952.5	592422.5	777375.0	997178.0	1255513.5	1395148.5	1548973.0	1855908.0	2166047.5	2466477.0	2733660.5	2857531.0	2961747.0	3156909.0	3303267.0	3374289.5	3370713.5	3351092.5	3313912.0	3221264.0	3085610.5	2924959.0	2753375.5	2662152.5	2553499.5	2332920.5	2105761.5	1877611.0	1667351.5	1569796.0	1490868.0	1339541.0	1207895.0	1097900.5	1003205.5	959447.5	919963.0	845377.0	779358.5	725247.5	677047.5	652004.0	630372.0	586497.5	539396.0	485073.0	426528.5	397569.0	367249.0	307252.0	249261.5	193931.0	166729.5	142868.5	100256.5	66790.0	41948.5	25034.0	18307.0	14092.0	7519.0	3866.0	1971.0	1018.5	693.0	520.5	306.0	209.5	181.5	193.0	203.5	242.0	293.5	308.0	346.0	403.5	421.0
